"IndexName","Date","Total Returns Index"
"NIFTY 50","13 Feb 2013","7629.44"
"NIFTY 50","12 Feb 2013","7616.02"
"NIFTY 50","11 Feb 2013","7584.32"
"NIFTY 50","08 Feb 2013","7591.59"
"NIFTY 50","07 Feb 2013","7636.96"
"NIFTY 50","06 Feb 2013","7663.23"
"NIFTY 50","05 Feb 2013","7660.27"
"NIFTY 50","04 Feb 2013","7698.77"
"NIFTY 50","01 Feb 2013","7713.77"
"NIFTY 50","31 Jan 2013","7759.87"
"NIFTY 50","30 Jan 2013","7786.82"
"NIFTY 50","29 Jan 2013","7779.35"
"NIFTY 50","28 Jan 2013","7811.35"
"NIFTY 50","25 Jan 2013","7811.15"
"NIFTY 50","24 Jan 2013","7740.06"
"NIFTY 50","23 Jan 2013","7784.96"
"NIFTY 50","22 Jan 2013","7776.72"
"NIFTY 50","21 Jan 2013","7820.19"
"NIFTY 50","18 Jan 2013","7797.01"
"NIFTY 50","17 Jan 2013","7764.62"
"NIFTY 50","16 Jan 2013","7716.56"
"NIFTY 50","15 Jan 2013","7786.81"
"NIFTY 50","14 Jan 2013","7744.94"
"NIFTY 50","11 Jan 2013","7651.40"
"NIFTY 50","10 Jan 2013","7673.71"
"NIFTY 50","09 Jan 2013","7677.35"
"NIFTY 50","08 Jan 2013","7716.21"
"NIFTY 50","07 Jan 2013","7699.11"
"NIFTY 50","04 Jan 2013","7734.77"
"NIFTY 50","03 Jan 2013","7726.21"
"NIFTY 50","02 Jan 2013","7705.36"
"NIFTY 50","01 Jan 2013","7650.82"
"NIFTY 50","31 Dec 2012","7591.99"
"NIFTY 50","28 Dec 2012","7596.16"
"NIFTY 50","27 Dec 2012","7547.04"
"NIFTY 50","26 Dec 2012","7592.65"
"NIFTY 50","24 Dec 2012","7528.54"
"NIFTY 50","21 Dec 2012","7515.43"
"NIFTY 50","20 Dec 2012","7603.72"
"NIFTY 50","19 Dec 2012","7620.71"
"NIFTY 50","18 Dec 2012","7578.55"
"NIFTY 50","17 Dec 2012","7528.50"
"NIFTY 50","14 Dec 2012","7556.43"
"NIFTY 50","13 Dec 2012","7520.33"
"NIFTY 50","12 Dec 2012","7567.19"
"NIFTY 50","11 Dec 2012","7581.11"
"NIFTY 50","10 Dec 2012","7594.10"
"NIFTY 50","07 Dec 2012","7592.16"
"NIFTY 50","06 Dec 2012","7622.38"
"NIFTY 50","05 Dec 2012","7583.31"
"NIFTY 50","04 Dec 2012","7568.85"
"NIFTY 50","03 Dec 2012","7545.33"
"NIFTY 50","30 Nov 2012","7556.73"
"NIFTY 50","29 Nov 2012","7486.27"
"NIFTY 50","27 Nov 2012","7360.90"
"NIFTY 50","26 Nov 2012","7243.22"
"NIFTY 50","23 Nov 2012","7231.29"
"NIFTY 50","22 Nov 2012","7232.74"
"NIFTY 50","21 Nov 2012","7216.12"
"NIFTY 50","20 Nov 2012","7160.51"
"NIFTY 50","19 Nov 2012","7160.33"
"NIFTY 50","16 Nov 2012","7163.71"
"NIFTY 50","15 Nov 2012","7236.91"
"NIFTY 50","13 Nov 2012","7283.11"
"NIFTY 50","12 Nov 2012","7304.62"
"NIFTY 50","09 Nov 2012","7307.93"
"NIFTY 50","08 Nov 2012","7375.37"
"NIFTY 50","07 Nov 2012","7402.84"
"NIFTY 50","06 Nov 2012","7356.96"
"NIFTY 50","05 Nov 2012","7331.02"
"NIFTY 50","02 Nov 2012","7321.93"
"NIFTY 50","01 Nov 2012","7254.29"
"NIFTY 50","31 Oct 2012","7217.67"
"NIFTY 50","30 Oct 2012","7189.16"
"NIFTY 50","29 Oct 2012","7276.13"
"NIFTY 50","26 Oct 2012","7274.30"
"NIFTY 50","25 Oct 2012","7326.99"
"NIFTY 50","23 Oct 2012","7309.10"
"NIFTY 50","22 Oct 2012","7342.16"
"NIFTY 50","19 Oct 2012","7299.96"
"NIFTY 50","18 Oct 2012","7343.66"
"NIFTY 50","17 Oct 2012","7266.35"
"NIFTY 50","16 Oct 2012","7250.57"
"NIFTY 50","15 Oct 2012","7301.01"
"NIFTY 50","12 Oct 2012","7286.61"
"NIFTY 50","11 Oct 2012","7327.71"
"NIFTY 50","10 Oct 2012","7255.95"
"NIFTY 50","09 Oct 2012","7323.27"
"NIFTY 50","08 Oct 2012","7286.55"
"NIFTY 50","05 Oct 2012","7377.63"
"NIFTY 50","04 Oct 2012","7429.84"
"NIFTY 50","03 Oct 2012","7357.46"
"NIFTY 50","01 Oct 2012","7341.48"
"NIFTY 50","28 Sep 2012","7321.57"
"NIFTY 50","27 Sep 2012","7252.52"
"NIFTY 50","26 Sep 2012","7270.42"
"NIFTY 50","25 Sep 2012","7283.88"
"NIFTY 50","24 Sep 2012","7278.36"
"NIFTY 50","21 Sep 2012","7306.02"
"NIFTY 50","20 Sep 2012","7130.28"
"NIFTY 50","18 Sep 2012","7189.06"
"NIFTY 50","17 Sep 2012","7201.64"
"NIFTY 50","14 Sep 2012","7160.08"
"NIFTY 50","13 Sep 2012","6976.32"
"NIFTY 50","12 Sep 2012","6970.74"
"NIFTY 50","11 Sep 2012","6918.08"
"NIFTY 50","10 Sep 2012","6883.99"
"NIFTY 50","08 Sep 2012","6877.73"
"NIFTY 50","07 Sep 2012","6856.41"
"NIFTY 50","06 Sep 2012","6723.35"
"NIFTY 50","05 Sep 2012","6705.82"
"NIFTY 50","04 Sep 2012","6767.20"
"NIFTY 50","03 Sep 2012","6741.21"
"NIFTY 50","31 Aug 2012","6747.30"
"NIFTY 50","30 Aug 2012","6819.22"
"NIFTY 50","29 Aug 2012","6784.26"
"NIFTY 50","28 Aug 2012","6844.29"
"NIFTY 50","27 Aug 2012","6864.40"
"NIFTY 50","24 Aug 2012","6910.70"
"NIFTY 50","23 Aug 2012","6947.20"
"NIFTY 50","22 Aug 2012","6943.66"
"NIFTY 50","21 Aug 2012","6954.13"
"NIFTY 50","17 Aug 2012","6883.95"
"NIFTY 50","16 Aug 2012","6879.67"
"NIFTY 50","14 Aug 2012","6900.81"
"NIFTY 50","13 Aug 2012","6855.51"
"NIFTY 50","10 Aug 2012","6820.25"
"NIFTY 50","09 Aug 2012","6823.55"
"NIFTY 50","08 Aug 2012","6842.69"
"NIFTY 50","07 Aug 2012","6841.00"
"NIFTY 50","06 Aug 2012","6770.18"
"NIFTY 50","03 Aug 2012","6684.52"
"NIFTY 50","02 Aug 2012","6700.00"
"NIFTY 50","01 Aug 2012","6716.34"
"NIFTY 50","31 Jul 2012","6700.96"
"NIFTY 50","30 Jul 2012","6663.48"
"NIFTY 50","27 Jul 2012","6535.10"
"NIFTY 50","26 Jul 2012","6462.24"
"NIFTY 50","25 Jul 2012","6547.56"
"NIFTY 50","24 Jul 2012","6571.43"
"NIFTY 50","23 Jul 2012","6557.61"
"NIFTY 50","20 Jul 2012","6668.78"
"NIFTY 50","19 Jul 2012","6717.00"
"NIFTY 50","18 Jul 2012","6683.15"
"NIFTY 50","17 Jul 2012","6650.87"
"NIFTY 50","16 Jul 2012","6656.50"
"NIFTY 50","13 Jul 2012","6692.35"
"NIFTY 50","12 Jul 2012","6702.12"
"NIFTY 50","11 Jul 2012","6791.25"
"NIFTY 50","10 Jul 2012","6841.21"
"NIFTY 50","09 Jul 2012","6751.41"
"NIFTY 50","06 Jul 2012","6804.87"
"NIFTY 50","05 Jul 2012","6818.05"
"NIFTY 50","04 Jul 2012","6784.43"
"NIFTY 50","03 Jul 2012","6764.45"
"NIFTY 50","02 Jul 2012","6752.48"
"NIFTY 50","29 Jun 2012","6752.88"
"NIFTY 50","28 Jun 2012","6586.92"
"NIFTY 50","27 Jun 2012","6573.05"
"NIFTY 50","26 Jun 2012","6546.07"
"NIFTY 50","25 Jun 2012","6538.21"
"NIFTY 50","22 Jun 2012","6577.90"
"NIFTY 50","21 Jun 2012","6596.87"
"NIFTY 50","20 Jun 2012","6540.10"
"NIFTY 50","19 Jun 2012","6518.78"
"NIFTY 50","18 Jun 2012","6468.24"
"NIFTY 50","15 Jun 2012","6563.76"
"NIFTY 50","14 Jun 2012","6456.09"
"NIFTY 50","13 Jun 2012","6537.98"
"NIFTY 50","12 Jun 2012","6530.92"
"NIFTY 50","11 Jun 2012","6452.00"
"NIFTY 50","08 Jun 2012","6462.38"
"NIFTY 50","07 Jun 2012","6438.32"
"NIFTY 50","06 Jun 2012","6368.28"
"NIFTY 50","05 Jun 2012","6197.76"
"NIFTY 50","04 Jun 2012","6178.44"
"NIFTY 50","01 Jun 2012","6170.10"
"NIFTY 50","31 May 2012","6275.40"
"NIFTY 50","30 May 2012","6298.54"
"NIFTY 50","29 May 2012","6348.56"
"NIFTY 50","28 May 2012","6342.94"
"NIFTY 50","25 May 2012","6259.88"
"NIFTY 50","24 May 2012","6261.15"
"NIFTY 50","23 May 2012","6144.23"
"NIFTY 50","22 May 2012","6175.83"
"NIFTY 50","21 May 2012","6233.67"
"NIFTY 50","18 May 2012","6215.17"
"NIFTY 50","17 May 2012","6188.15"
"NIFTY 50","16 May 2012","6172.98"
"NIFTY 50","15 May 2012","6280.42"
"NIFTY 50","14 May 2012","6235.96"
"NIFTY 50","11 May 2012","6262.72"
"NIFTY 50","10 May 2012","6309.49"
"NIFTY 50","09 May 2012","6321.08"
"NIFTY 50","08 May 2012","6353.04"
"NIFTY 50","07 May 2012","6498.13"
"NIFTY 50","04 May 2012","6463.43"
"NIFTY 50","03 May 2012","6592.46"
"NIFTY 50","02 May 2012","6656.95"
"NIFTY 50","30 Apr 2012","6668.40"
"NIFTY 50","28 Apr 2012","6618.61"
"NIFTY 50","27 Apr 2012","6595.24"
"NIFTY 50","26 Apr 2012","6593.23"
"NIFTY 50","25 Apr 2012","6609.73"
"NIFTY 50","24 Apr 2012","6635.96"
"NIFTY 50","23 Apr 2012","6607.94"
"NIFTY 50","20 Apr 2012","6722.50"
"NIFTY 50","19 Apr 2012","6775.30"
"NIFTY 50","18 Apr 2012","6734.11"
"NIFTY 50","17 Apr 2012","6721.02"
"NIFTY 50","16 Apr 2012","6640.32"
"NIFTY 50","13 Apr 2012","6616.53"
"NIFTY 50","12 Apr 2012","6704.66"
"NIFTY 50","11 Apr 2012","6641.17"
"NIFTY 50","10 Apr 2012","6662.44"
"NIFTY 50","09 Apr 2012","6650.73"
"NIFTY 50","04 Apr 2012","6763.19"
"NIFTY 50","03 Apr 2012","6808.45"
"NIFTY 50","02 Apr 2012","6756.86"
"NIFTY 50","30 Mar 2012","6728.46"
"NIFTY 50","29 Mar 2012","6580.17"
"NIFTY 50","28 Mar 2012","6600.40"
"NIFTY 50","27 Mar 2012","6661.84"
"NIFTY 50","26 Mar 2012","6587.03"
"NIFTY 50","23 Mar 2012","6706.42"
"NIFTY 50","22 Mar 2012","6643.19"
"NIFTY 50","21 Mar 2012","6816.62"
"NIFTY 50","20 Mar 2012","6702.15"
"NIFTY 50","19 Mar 2012","6679.55"
"NIFTY 50","16 Mar 2012","6755.99"
"NIFTY 50","15 Mar 2012","6835.49"
"NIFTY 50","14 Mar 2012","6939.53"
"NIFTY 50","13 Mar 2012","6895.82"
"NIFTY 50","12 Mar 2012","6806.96"
"NIFTY 50","09 Mar 2012","6773.46"
"NIFTY 50","07 Mar 2012","6629.80"
"NIFTY 50","06 Mar 2012","6632.31"
"NIFTY 50","05 Mar 2012","6705.16"
"NIFTY 50","03 Mar 2012","6805.53"
"NIFTY 50","02 Mar 2012","6805.51"
"NIFTY 50","01 Mar 2012","6780.64"
"NIFTY 50","29 Feb 2012","6838.32"
"NIFTY 50","28 Feb 2012","6826.00"
"NIFTY 50","27 Feb 2012","6706.26"
"NIFTY 50","24 Feb 2012","6894.30"
"NIFTY 50","23 Feb 2012","6962.87"
"NIFTY 50","22 Feb 2012","6990.92"
"NIFTY 50","21 Feb 2012","7120.15"
"NIFTY 50","17 Feb 2012","7065.73"
"NIFTY 50","16 Feb 2012","7011.96"
"NIFTY 50","15 Feb 2012","7024.67"
"NIFTY 50","14 Feb 2012","6877.25"
"NIFTY 50","13 Feb 2012","6844.45"
"NIFTY 50","10 Feb 2012","6832.73"
"NIFTY 50","09 Feb 2012","6871.73"
"NIFTY 50","08 Feb 2012","6815.63"
"NIFTY 50","07 Feb 2012","6773.74"
"NIFTY 50","06 Feb 2012","6807.35"
"NIFTY 50","03 Feb 2012","6761.89"
"NIFTY 50","02 Feb 2012","6690.89"
"NIFTY 50","01 Feb 2012","6647.46"
"NIFTY 50","31 Jan 2012","6600.95"
"NIFTY 50","30 Jan 2012","6457.30"
"NIFTY 50","27 Jan 2012","6606.36"
"NIFTY 50","25 Jan 2012","6547.44"
"NIFTY 50","24 Jan 2012","6507.20"
"NIFTY 50","23 Jan 2012","6403.94"
"NIFTY 50","20 Jan 2012","6406.93"
"NIFTY 50","19 Jan 2012","6368.43"
"NIFTY 50","18 Jan 2012","6289.01"
"NIFTY 50","17 Jan 2012","6303.61"
"NIFTY 50","16 Jan 2012","6185.06"
"NIFTY 50","13 Jan 2012","6174.88"
"NIFTY 50","12 Jan 2012","6130.81"
"NIFTY 50","11 Jan 2012","6168.48"
"NIFTY 50","10 Jan 2012","6153.98"
"NIFTY 50","09 Jan 2012","6018.56"
"NIFTY 50","07 Jan 2012","6023.77"
"NIFTY 50","06 Jan 2012","6032.88"
"NIFTY 50","05 Jan 2012","6024.82"
"NIFTY 50","04 Jan 2012","6024.43"
"NIFTY 50","03 Jan 2012","6044.28"
"NIFTY 50","02 Jan 2012","5881.28"
"NIFTY 50","30 Dec 2011","5865.49"
"NIFTY 50","29 Dec 2011","5893.29"
"NIFTY 50","28 Dec 2011","5968.84"
"NIFTY 50","27 Dec 2011","6025.54"
"NIFTY 50","26 Dec 2011","6061.70"
"NIFTY 50","23 Dec 2011","5979.25"
"NIFTY 50","22 Dec 2011","6004.44"
"NIFTY 50","21 Dec 2011","5952.82"
"NIFTY 50","20 Dec 2011","5763.88"
"NIFTY 50","19 Dec 2011","5851.25"
"NIFTY 50","16 Dec 2011","5900.11"
"NIFTY 50","15 Dec 2011","6020.27"
"NIFTY 50","14 Dec 2011","6041.71"
"NIFTY 50","13 Dec 2011","6089.10"
"NIFTY 50","12 Dec 2011","6043.39"
"NIFTY 50","09 Dec 2011","6172.94"
"NIFTY 50","08 Dec 2011","6270.52"
"NIFTY 50","07 Dec 2011","6421.38"
"NIFTY 50","05 Dec 2011","6391.63"
"NIFTY 50","02 Dec 2011","6405.62"
"NIFTY 50","01 Dec 2011","6261.88"
"NIFTY 50","30 Nov 2011","6128.97"
"NIFTY 50","29 Nov 2011","6094.79"
"NIFTY 50","28 Nov 2011","6153.37"
"NIFTY 50","25 Nov 2011","5974.21"
"NIFTY 50","24 Nov 2011","6033.07"
"NIFTY 50","23 Nov 2011","5969.67"
"NIFTY 50","22 Nov 2011","6103.96"
"NIFTY 50","21 Nov 2011","6060.84"
"NIFTY 50","18 Nov 2011","6222.51"
"NIFTY 50","17 Nov 2011","6259.25"
"NIFTY 50","16 Nov 2011","6380.65"
"NIFTY 50","15 Nov 2011","6428.89"
"NIFTY 50","14 Nov 2011","6530.19"
"NIFTY 50","11 Nov 2011","6556.16"
"NIFTY 50","09 Nov 2011","6622.39"
"NIFTY 50","08 Nov 2011","6708.99"
"NIFTY 50","04 Nov 2011","6702.49"
"NIFTY 50","03 Nov 2011","6677.90"
"NIFTY 50","02 Nov 2011","6668.66"
"NIFTY 50","01 Nov 2011","6668.03"
"NIFTY 50","31 Oct 2011","6755.07"
"NIFTY 50","28 Oct 2011","6797.88"
"NIFTY 50","26 Oct 2011","6596.36"
"NIFTY 50","25 Oct 2011","6583.40"
"NIFTY 50","24 Oct 2011","6464.65"
"NIFTY 50","21 Oct 2011","6403.32"
"NIFTY 50","20 Oct 2011","6456.03"
"NIFTY 50","19 Oct 2011","6513.51"
"NIFTY 50","18 Oct 2011","6384.70"
"NIFTY 50","17 Oct 2011","6487.02"
"NIFTY 50","14 Oct 2011","6504.84"
"NIFTY 50","13 Oct 2011","6435.81"
"NIFTY 50","12 Oct 2011","6463.15"
"NIFTY 50","11 Oct 2011","6304.63"
"NIFTY 50","10 Oct 2011","6311.32"
"NIFTY 50","07 Oct 2011","6195.25"
"NIFTY 50","05 Oct 2011","6021.97"
"NIFTY 50","04 Oct 2011","6048.39"
"NIFTY 50","03 Oct 2011","6146.41"
"NIFTY 50","30 Sep 2011","6265.26"
"NIFTY 50","29 Sep 2011","6356.74"
"NIFTY 50","28 Sep 2011","6268.57"
"NIFTY 50","27 Sep 2011","6300.72"
"NIFTY 50","26 Sep 2011","6128.56"
"NIFTY 50","23 Sep 2011","6169.52"
"NIFTY 50","22 Sep 2011","6240.39"
"NIFTY 50","21 Sep 2011","6506.04"
"NIFTY 50","20 Sep 2011","6514.86"
"NIFTY 50","19 Sep 2011","6377.64"
"NIFTY 50","16 Sep 2011","6443.78"
"NIFTY 50","15 Sep 2011","6432.93"
"NIFTY 50","14 Sep 2011","6352.32"
"NIFTY 50","13 Sep 2011","6260.97"
"NIFTY 50","12 Sep 2011","6268.36"
"NIFTY 50","09 Sep 2011","6410.92"
"NIFTY 50","08 Sep 2011","6529.77"
"NIFTY 50","07 Sep 2011","6493.20"
"NIFTY 50","06 Sep 2011","6416.74"
"NIFTY 50","05 Sep 2011","6356.06"
"NIFTY 50","02 Sep 2011","6384.31"
"NIFTY 50","30 Aug 2011","6334.48"
"NIFTY 50","29 Aug 2011","6231.38"
"NIFTY 50","26 Aug 2011","6013.78"
"NIFTY 50","25 Aug 2011","6130.05"
"NIFTY 50","24 Aug 2011","6191.34"
"NIFTY 50","23 Aug 2011","6267.03"
"NIFTY 50","22 Aug 2011","6203.57"
"NIFTY 50","19 Aug 2011","6136.28"
"NIFTY 50","18 Aug 2011","6260.98"
"NIFTY 50","17 Aug 2011","6403.06"
"NIFTY 50","16 Aug 2011","6372.92"
"NIFTY 50","12 Aug 2011","6419.90"
"NIFTY 50","11 Aug 2011","6502.61"
"NIFTY 50","10 Aug 2011","6531.35"
"NIFTY 50","09 Aug 2011","6418.63"
"NIFTY 50","08 Aug 2011","6476.05"
"NIFTY 50","05 Aug 2011","6593.07"
"NIFTY 50","04 Aug 2011","6745.54"
"NIFTY 50","03 Aug 2011","6837.89"
"NIFTY 50","02 Aug 2011","6903.07"
"NIFTY 50","01 Aug 2011","6978.58"
"NIFTY 50","29 Jul 2011","6934.57"
"NIFTY 50","28 Jul 2011","6941.81"
"NIFTY 50","27 Jul 2011","7016.02"
"NIFTY 50","26 Jul 2011","7051.30"
"NIFTY 50","25 Jul 2011","7184.65"
"NIFTY 50","22 Jul 2011","7126.02"
"NIFTY 50","21 Jul 2011","7009.19"
"NIFTY 50","20 Jul 2011","7041.38"
"NIFTY 50","19 Jul 2011","7100.23"
"NIFTY 50","18 Jul 2011","7039.08"
"NIFTY 50","15 Jul 2011","7056.84"
"NIFTY 50","14 Jul 2011","7079.92"
"NIFTY 50","13 Jul 2011","7059.25"
"NIFTY 50","12 Jul 2011","6984.29"
"NIFTY 50","11 Jul 2011","7097.91"
"NIFTY 50","08 Jul 2011","7154.24"
"NIFTY 50","07 Jul 2011","7239.36"
"NIFTY 50","06 Jul 2011","7108.53"
"NIFTY 50","05 Jul 2011","7116.93"
"NIFTY 50","04 Jul 2011","7140.22"
"NIFTY 50","01 Jul 2011","7108.11"
"NIFTY 50","30 Jun 2011","7133.60"
"NIFTY 50","29 Jun 2011","7073.37"
"NIFTY 50","28 Jun 2011","7001.28"
"NIFTY 50","27 Jun 2011","6977.68"
"NIFTY 50","24 Jun 2011","6907.76"
"NIFTY 50","23 Jun 2011","6716.82"
"NIFTY 50","22 Jun 2011","6664.16"
"NIFTY 50","21 Jun 2011","6657.17"
"NIFTY 50","20 Jun 2011","6634.54"
"NIFTY 50","17 Jun 2011","6771.41"
"NIFTY 50","16 Jun 2011","6809.72"
"NIFTY 50","15 Jun 2011","6872.76"
"NIFTY 50","14 Jun 2011","6939.63"
"NIFTY 50","13 Jun 2011","6917.31"
"NIFTY 50","10 Jun 2011","6921.08"
"NIFTY 50","09 Jun 2011","6957.66"
"NIFTY 50","08 Jun 2011","6965.00"
"NIFTY 50","07 Jun 2011","6999.36"
"NIFTY 50","06 Jun 2011","6968.95"
"NIFTY 50","03 Jun 2011","6949.73"
"NIFTY 50","02 Jun 2011","6992.05"
"NIFTY 50","01 Jun 2011","7037.13"
"NIFTY 50","31 May 2011","6997.07"
"NIFTY 50","30 May 2011","6887.52"
"NIFTY 50","27 May 2011","6891.28"
"NIFTY 50","26 May 2011","6811.10"
"NIFTY 50","25 May 2011","6728.08"
"NIFTY 50","24 May 2011","6785.81"
"NIFTY 50","23 May 2011","6775.36"
"NIFTY 50","20 May 2011","6900.90"
"NIFTY 50","19 May 2011","6825.06"
"NIFTY 50","18 May 2011","6815.62"
"NIFTY 50","17 May 2011","6838.67"
"NIFTY 50","16 May 2011","6914.17"
"NIFTY 50","13 May 2011","6971.75"
"NIFTY 50","12 May 2011","6898.01"
"NIFTY 50","11 May 2011","6997.25"
"NIFTY 50","10 May 2011","6967.35"
"NIFTY 50","09 May 2011","6979.72"
"NIFTY 50","06 May 2011","6980.18"
"NIFTY 50","05 May 2011","6864.99"
"NIFTY 50","04 May 2011","6957.66"
"NIFTY 50","03 May 2011","6992.97"
"NIFTY 50","02 May 2011","7163.96"
"NIFTY 50","29 Apr 2011","7224.51"
"NIFTY 50","28 Apr 2011","7269.68"
"NIFTY 50","27 Apr 2011","7330.46"
"NIFTY 50","26 Apr 2011","7373.82"
"NIFTY 50","25 Apr 2011","7381.47"
"NIFTY 50","21 Apr 2011","7394.15"
"NIFTY 50","20 Apr 2011","7352.62"
"NIFTY 50","19 Apr 2011","7211.02"
"NIFTY 50","18 Apr 2011","7196.40"
"NIFTY 50","15 Apr 2011","7316.33"
"NIFTY 50","13 Apr 2011","7425.52"
"NIFTY 50","11 Apr 2011","7267.50"
"NIFTY 50","08 Apr 2011","7338.25"
"NIFTY 50","07 Apr 2011","7393.11"
"NIFTY 50","06 Apr 2011","7400.70"
"NIFTY 50","05 Apr 2011","7423.72"
"NIFTY 50","04 Apr 2011","7421.70"
"NIFTY 50","01 Apr 2011","7318.19"
"NIFTY 50","31 Mar 2011","7327.83"
"NIFTY 50","30 Mar 2011","7269.95"
"NIFTY 50","29 Mar 2011","7205.54"
"NIFTY 50","28 Mar 2011","7143.20"
"NIFTY 50","25 Mar 2011","7101.72"
"NIFTY 50","24 Mar 2011","6936.12"
"NIFTY 50","23 Mar 2011","6883.21"
"NIFTY 50","22 Mar 2011","6799.80"
"NIFTY 50","21 Mar 2011","6738.10"
"NIFTY 50","18 Mar 2011","6749.34"
"NIFTY 50","17 Mar 2011","6840.27"
"NIFTY 50","16 Mar 2011","6919.99"
"NIFTY 50","15 Mar 2011","6842.78"
"NIFTY 50","14 Mar 2011","6945.55"
"NIFTY 50","11 Mar 2011","6836.95"
"NIFTY 50","10 Mar 2011","6898.40"
"NIFTY 50","09 Mar 2011","6944.39"
"NIFTY 50","08 Mar 2011","6931.56"
"NIFTY 50","07 Mar 2011","6859.22"
"NIFTY 50","04 Mar 2011","6954.14"
"NIFTY 50","03 Mar 2011","6950.94"
"NIFTY 50","01 Mar 2011","6933.43"
"NIFTY 50","28 Feb 2011","6696.09"
"NIFTY 50","25 Feb 2011","6658.78"
"NIFTY 50","24 Feb 2011","6607.55"
"NIFTY 50","23 Feb 2011","6826.81"
"NIFTY 50","22 Feb 2011","6866.76"
"NIFTY 50","21 Feb 2011","6928.80"
"NIFTY 50","18 Feb 2011","6853.93"
"NIFTY 50","17 Feb 2011","6963.79"
"NIFTY 50","16 Feb 2011","6882.48"
"NIFTY 50","15 Feb 2011","6881.62"
"NIFTY 50","14 Feb 2011","6850.18"
"NIFTY 50","11 Feb 2011","6666.91"
"NIFTY 50","10 Feb 2011","6560.54"
"NIFTY 50","09 Feb 2011","6595.38"
"NIFTY 50","08 Feb 2011","6669.45"
"NIFTY 50","07 Feb 2011","6774.07"
"NIFTY 50","04 Feb 2011","6773.79"
"NIFTY 50","03 Feb 2011","6936.95"
"NIFTY 50","02 Feb 2011","6817.99"
"NIFTY 50","01 Feb 2011","6799.42"
"NIFTY 50","31 Jan 2011","6910.76"
"NIFTY 50","28 Jan 2011","6918.59"
"NIFTY 50","27 Jan 2011","7034.29"
"NIFTY 50","25 Jan 2011","7137.87"
"NIFTY 50","24 Jan 2011","7207.96"
"NIFTY 50","21 Jan 2011","7149.19"
"NIFTY 50","20 Jan 2011","7168.11"
"NIFTY 50","19 Jan 2011","7142.30"
"NIFTY 50","18 Jan 2011","7183.71"
"NIFTY 50","17 Jan 2011","7096.30"
"NIFTY 50","14 Jan 2011","7096.04"
"NIFTY 50","13 Jan 2011","7218.21"
"NIFTY 50","12 Jan 2011","7357.95"
"NIFTY 50","11 Jan 2011","7220.95"
"NIFTY 50","10 Jan 2011","7231.93"
"NIFTY 50","07 Jan 2011","7409.81"
"NIFTY 50","06 Jan 2011","7590.10"
"NIFTY 50","05 Jan 2011","7629.67"
"NIFTY 50","04 Jan 2011","7713.22"
"NIFTY 50","03 Jan 2011","7727.31"
"NIFTY 50","31 Dec 2010","7698.29"
"NIFTY 50","30 Dec 2010","7657.38"
"NIFTY 50","29 Dec 2010","7605.29"
"NIFTY 50","28 Dec 2010","7524.52"
"NIFTY 50","27 Dec 2010","7527.17"
"NIFTY 50","24 Dec 2010","7543.80"
"NIFTY 50","23 Dec 2010","7504.13"
"NIFTY 50","22 Dec 2010","7509.68"
"NIFTY 50","21 Dec 2010","7530.04"
"NIFTY 50","20 Dec 2010","7462.81"
"NIFTY 50","16 Dec 2010","7461.32"
"NIFTY 50","15 Dec 2010","7390.53"
"NIFTY 50","14 Dec 2010","7455.48"
"NIFTY 50","13 Dec 2010","7409.77"
"NIFTY 50","10 Dec 2010","7346.68"
"NIFTY 50","09 Dec 2010","7232.70"
"NIFTY 50","08 Dec 2010","7404.78"
"NIFTY 50","07 Dec 2010","7496.19"
"NIFTY 50","06 Dec 2010","7515.86"
"NIFTY 50","03 Dec 2010","7516.53"
"NIFTY 50","02 Dec 2010","7540.24"
"NIFTY 50","01 Dec 2010","7476.57"
"NIFTY 50","30 Nov 2010","7353.36"
"NIFTY 50","29 Nov 2010","7312.38"
"NIFTY 50","26 Nov 2010","7214.47"
"NIFTY 50","25 Nov 2010","7274.40"
"NIFTY 50","24 Nov 2010","7357.21"
"NIFTY 50","23 Nov 2010","7443.73"
"NIFTY 50","22 Nov 2010","7538.12"
"NIFTY 50","19 Nov 2010","7388.00"
"NIFTY 50","18 Nov 2010","7524.11"
"NIFTY 50","16 Nov 2010","7511.38"
"NIFTY 50","15 Nov 2010","7678.13"
"NIFTY 50","12 Nov 2010","7615.47"
"NIFTY 50","11 Nov 2010","7769.23"
"NIFTY 50","10 Nov 2010","7871.40"
"NIFTY 50","09 Nov 2010","7903.81"
"NIFTY 50","08 Nov 2010","7868.23"
"NIFTY 50","05 Nov 2010","7917.48"
"NIFTY 50","04 Nov 2010","7879.02"
"NIFTY 50","03 Nov 2010","7726.88"
"NIFTY 50","02 Nov 2010","7674.81"
"NIFTY 50","01 Nov 2010","7673.05"
"NIFTY 50","29 Oct 2010","7546.40"
"NIFTY 50","28 Oct 2010","7508.74"
"NIFTY 50","27 Oct 2010","7540.06"
"NIFTY 50","26 Oct 2010","7627.00"
"NIFTY 50","25 Oct 2010","7656.86"
"NIFTY 50","22 Oct 2010","7607.00"
"NIFTY 50","21 Oct 2010","7651.23"
"NIFTY 50","20 Oct 2010","7495.03"
"NIFTY 50","19 Oct 2010","7551.66"
"NIFTY 50","18 Oct 2010","7612.59"
"NIFTY 50","15 Oct 2010","7595.92"
"NIFTY 50","14 Oct 2010","7739.62"
"NIFTY 50","13 Oct 2010","7810.52"
